FIRE_NAME,DISCOVERY_DOY,DISCOVERY_DATE,FIRE_YEAR,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE,STATE,CONT_DOY,CONT_DATE
MOLINA,173,2452812.5,2003,Lightning,7165,35.9884,-105.9839,NM,251,2452890.5
ENCEBADO,185,2452824.5,2003,Lightning,5373,36.3775,-105.5406,NM,212,2452851.5
RIDGE,204,2451747.5,2000,Lightning,8690,34.0517,-110.3515,AZ,217,2451760.5
RODEO,169,2452443.5,2002,Arson,259158.9,34.1084,-110.4859,AZ,169,2452443.5
CHEDISKI,171,2452445.5,2002,Arson,209704.1,34.1362,-110.7029,AZ,178,2452452.5
KINISHBA,194,2452833.5,2003,Lightning,24109,33.8498,-110.0645,AZ,222,2452861.5
ETHAN,177,2454642.5,2008,Lightning,6660,33.3481,-112.2802,AZ,183,2454648.5
SAN JUAN,195,2455026.5,2009,Miscellaneous,9200,32.0261,-111.5772,AZ,202,2455033.5
BEAR CANYON,195,2455026.5,2009,Lightning,20029,33.54208,-110.2833,AZ,252,2455083.5
NEOLA NORTH,180,2454280.5,2007,Miscellaneous,43830,40.4969,-110.3419,UT,261,2454361.5
DALL,161,2451704.5,2000,Lightning,12864,66.1287,-149.4759,AK,264,2451807.5
SPIRIT LAKE,162,2451705.5,2000,Lightning,97271,63.9503,-153.0351,AK,259,2451802.5
GRANT CREE,165,2451708.5,2000,Lightning,19247,65.2453,-153.0014,AK,259,2451802.5
ZITZIANA,165,2451708.5,2000,Lightning,164387,64.7231,-151.1924,AK,263,2451806.5
BERING CREEK,166,2451709.5,2000,Lightning,141497,64.9283,-153.4117,AK,259,2451802.5
FORAKER,175,2451718.5,2000,Lightning,17956,63.7172,-152.1232,AK,224,2451767.5
OTTER CREE,176,2451719.5,2000,Lightning,11566,63.9009,-150.809,AK,224,2451767.5
BEARPAW MT,176,2451719.5,2000,Lightning,39072,64.0828,-150.9024,AK,263,2451806.5
YUKONCREEK,177,2451720.5,2000,Lightning,61291,64.1993,-158.0525,AK,201,2451744.5
NATLARATLE,177,2451720.5,2000,Lightning,8541,65.1494,-156.8025,AK,201,2451744.5
BOX RIVER,177,2451720.5,2000,Lightning,5532,65.2493,-159.1193,AK,194,2451737.5
CHITSIA,178,2451721.5,2000,Lightning,9330,63.9526,-150.5023,AK,244,2451787.5
GRAND CREEK,179,2451722.5,2000,Lightning,93317,64.565,-152.9649,AK,259,2451802.5
PASTOLIAK,363,2451906.5,2000,Equipment Use,12891,62.9659,-162.8524,AK,4,2451913.5
FISH CREEK,171,2452080.5,2001,Debris Burning,84730,64.3329,-148.9524,AK,253,2452162.5
SURVEY LIN,171,2452080.5,2001,Miscellaneous,112112,64.6618,-148.2055,AK,288,2452197.5
SPURS,135,2452409.5,2002,Arson,64834,63.9496,-146.3857,AK,254,2452528.5
VINASALE,142,2452416.5,2002,Arson,189688,62.6994,-155.6523,AK,255,2452529.5
GALATEA CR,142,2452416.5,2002,Lightning,74511,63.8844,-157.1508,AK,206,2452480.5
MP 78,143,2452417.5,2002,Equipment Use,115328,65.4376,-148.8181,AK,281,2452555.5
BEAR CREEK,146,2452420.5,2002,Lightning,59939,63.6994,-156.3357,AK,210,2452484.5
SULUKNA,155,2452429.5,2002,Lightning,30372,63.7961,-154.2457,AK,255,2452529.5
SISCHU,156,2452430.5,2002,Lightning,128983.1,64.1353,-152.5418,AK,275,2452549.5
SHEENJEK,157,2452431.5,2002,Lightning,17933,67.3427,-144.356,AK,274,2452548.5
JOHN HANSE,157,2452431.5,2002,Lightning,25734,64.2431,-151.4979,AK,262,2452536.5
GESKAKMINA,159,2452433.5,2002,Lightning,257549,64.6403,-150.4502,AK,273,2452547.5
BIG MUD,159,2452433.5,2002,Lightning,39862,64.4828,-153.0358,AK,260,2452534.5
AROPUK,169,2452443.5,2002,Lightning,19322,61.2992,-163.669,AK,202,2452476.5
BIGWALDREN,170,2452444.5,2002,Lightning,11401,62.366,-156.5857,AK,202,2452476.5
MOOSE CR,172,2452446.5,2002,Lightning,5275,64.0377,-155.7821,AK,210,2452484.5
COTTONWOOD,180,2452454.5,2002,Lightning,6761,63.4827,-154.7023,AK,210,2452484.5
NORTH FORK,198,2452472.5,2002,Lightning,31322,63.1827,-154.3023,AK,249,2452523.5
REINDEER,198,2452472.5,2002,Lightning,226833,62.3993,-158.8857,AK,248,2452522.5
HOLTNAKA,198,2452472.5,2002,Lightning,23033,65.1077,-156.1425,AK,237,2452511.5
MOOSECREEK,198,2452472.5,2002,Lightning,6763,62.0493,-156.519,AK,211,2452485.5
WINDY,198,2452472.5,2002,Lightning,69523,62.6661,-154.2689,AK,248,2452522.5
WALDENFORK,198,2452472.5,2002,Lightning,7866,62.466,-156.519,AK,248,2452522.5
KHOTOL RIV,198,2452472.5,2002,Lightning,50811,63.9135,-158.6597,AK,283,2452557.5
YETNA RIVR,199,2452473.5,2002,Lightning,152962,62.8443,-158.351,AK,283,2452557.5
TAG RIVER1,200,2452474.5,2002,Lightning,40031,65.6555,-159.1618,AK,283,2452557.5
JIM RIVER,200,2452474.5,2002,Lightning,23909,66.7562,-151.2493,AK,262,2452536.5
LONG CREEK,202,2452476.5,2002,Lightning,74931,64.2636,-155.5713,AK,283,2452557.5
KOCACHO 2,204,2452478.5,2002,Lightning,25186,67.3674,-146.1652,AK,275,2452549.5
BIG ROCK,204,2452478.5,2002,Lightning,6248,67.7036,-146.1516,AK,240,2452514.5
STRINGO,212,2452486.5,2002,Lightning,8577,67.7649,-147.7183,AK,267,2452541.5
LYNX CREEK,214,2452488.5,2002,Lightning,7870,63.91,-152.8762,AK,276,2452550.5
KETCHEM,215,2452489.5,2002,Lightning,5255,65.5263,-144.5911,AK,226,2452500.5
LOST 20,231,2452505.5,2002,Lightning,15176,63.5161,-153.9357,AK,254,2452528.5
ILIAMNA,143,2452782.5,2003,Debris Burning,5460.4,59.7826,-154.9188,AK,152,2452791.5
TOK RIVER,147,2452786.5,2003,Debris Burning,5595,63.2163,-142.9522,AK,159,2452798.5
SAND CREEK,165,2452804.5,2003,Lightning,49786,64.2663,-145.1857,AK,231,2452870.5
ERICKSON C,168,2452807.5,2003,Lightning,117929.7,65.6671,-148.992,AK,234,2452873.5
BIG MUD,173,2452812.5,2003,Lightning,39186.1,64.7942,-152.6922,AK,259,2452898.5
CORNUCOPIA,180,2452819.5,2003,Lightning,52916.7,67.133,-145.9194,AK,259,2452898.5
TSYOOKUIHV,203,2452842.5,2003,Debris Burning,6941,67.4777,-146.2705,AK,240,2452879.5
WOLF CREEK,159,2453163.5,2004,Lightning,214868.7,65.2782,-145.0594,AK,293,2453297.5
NORTH DAG,164,2453168.5,2004,Lightning,419884,65.7467,-152.2315,AK,296,2453300.5
BOUNDARY,165,2453169.5,2004,Lightning,537627,65.2663,-146.8858,AK,274,2453278.5
MIDBIRCH C,166,2453170.5,2004,Lightning,30294,65.9997,-144.3692,AK,293,2453297.5
PREACHER CREEK,166,2453170.5,2004,Lightning,243254,65.983,-145.0525,AK,293,2453297.5
HILLBILLY,166,2453170.5,2004,Lightning,10378,63.9818,-146.5445,AK,259,2453263.5
EDWARDSCR,166,2453170.5,2004,Lightning,243900,65.5169,-143.1724,AK,293,2453297.5
DEER CREEK,167,2453171.5,2004,Lightning,103092,64.898,-141.984,AK,286,2453290.5
NATION RIV,167,2453171.5,2004,Lightning,66832,65.193,-141.524,AK,293,2453297.5
PINGO,167,2453171.5,2004,Lightning,403993,67.2071,-146.3702,AK,293,2453297.5
WINTER TRAILL,167,2453171.5,2004,Lightning,344833,66.9597,-145.346,AK,293,2453297.5
FT HAMLIN,167,2453171.5,2004,Lightning,97615,65.914,-149.4879,AK,293,2453297.5
AMERICAN S,167,2453171.5,2004,Lightning,11728,64.5664,-141.3473,AK,215,2453219.5
CHICKEN 1,167,2453171.5,2004,Lightning,320155,64.0163,-142.0023,AK,314,2453318.5
GARDINER C,169,2453173.5,2004,Lightning,125643,63.083,-141.3355,AK,314,2453318.5
INDIAN GRA,169,2453173.5,2004,Lightning,26610,65.5861,-141.3596,AK,293,2453297.5
KANDIK RIV,169,2453173.5,2004,Lightning,65990,65.6439,-141.5246,AK,293,2453297.5
BILLY CK,170,2453174.5,2004,Lightning,463994,63.8163,-143.819,AK,314,2453318.5
PORCUPINE,173,2453177.5,2004,Lightning,284595,63.4497,-142.6689,AK,314,2453318.5
WALLSTREET,174,2453178.5,2004,Lightning,89279,64.0663,-141.6856,AK,201,2453205.5
KING CREEK,174,2453178.5,2004,Lightning,40599,64.3997,-141.3856,AK,286,2453290.5
WOODCHOPPE,178,2453182.5,2004,Lightning,14904,65.3494,-143.2477,AK,293,2453297.5
GRAYLINGFK,178,2453182.5,2004,Lightning,48307,66.2164,-142.2859,AK,274,2453278.5
CHAMPIONCK,178,2453182.5,2004,Lightning,15591,64.5397,-141.7023,AK,215,2453219.5
BONANZA CK,180,2453184.5,2004,Lightning,265919.9,64.4677,-157.1933,AK,306,2453310.5
ANOMALY,181,2453185.5,2004,Lightning,19667,63.9163,-142.7189,AK,204,2453208.5
BOULDER CK,181,2453185.5,2004,Lightning,63057,67.4497,-143.486,AK,275,2453279.5
DAWSON 31,182,2453186.5,2004,Lightning,7413.2,64.8047,-141.0084,AK,286,2453290.5
LUCKY CK,185,2453189.5,2004,Lightning,48232,64.2997,-141.719,AK,286,2453290.5
BULLION CK,185,2453189.5,2004,Lightning,15563,64.4163,-142.469,AK,286,2453290.5
RUNT FORK,186,2453190.5,2004,Lightning,24120,66.2247,-141.297,AK,274,2453278.5
ROCK CR,186,2453190.5,2004,Lightning,37363,65.8235,-145.405,AK,293,2453297.5
CRAZY,186,2453190.5,2004,Lightning,52056,65.7699,-145.2705,AK,293,2453297.5
AMMERMAN M,187,2453191.5,2004,Lightning,19815,68.4284,-141.1593,AK,194,2453198.5
EVANSVILLE,188,2453192.5,2004,Lightning,135627,66.9112,-151.5027,AK,296,2453300.5
DALL CITY,188,2453192.5,2004,Lightning,483280,66.3029,-149.8843,AK,293,2453297.5
CLAWANMENK,188,2453192.5,2004,Lightning,108577,66.5245,-151.4143,AK,296,2453300.5
LOWER MOUT,189,2453193.5,2004,Lightning,87413,66.346,-146.2395,AK,275,2453279.5
BIG YETNA,190,2453194.5,2004,Lightning,98418.4,62.7993,-158.7524,AK,301,2453305.5
WALDRON,191,2453195.5,2004,Miscellaneous,7022,65.8757,-149.459,AK,271,2453275.5
BOLGEN CREEK,193,2453197.5,2004,Lightning,201894,65.713,-144.3547,AK,292,2453296.5
TOKOMA BLUFF,193,2453197.5,2004,Lightning,8304,65.5355,-144.0063,AK,286,2453290.5
CLIFF CK,197,2453201.5,2004,Lightning,6352.2,64.9276,-163.0446,AK,243,2453247.5
OREGON CK,197,2453201.5,2004,Lightning,8656.3,65.1259,-163.3476,AK,243,2453247.5
RODO RIVER,198,2453202.5,2004,Lightning,8715.7,64.166,-159.2191,AK,245,2453249.5
LOUIS LAKE,198,2453202.5,2004,Lightning,22193,65.2413,-157.2548,AK,272,2453276.5
TATALINA,199,2453203.5,2004,Lightning,16025,65.1246,-148.6577,AK,296,2453300.5
WOOD RIVER,199,2453203.5,2004,Lightning,6993,64.5329,-148.4691,AK,290,2453294.5
MUD FORK,201,2453205.5,2004,Lightning,33952,65.5001,-149.0867,AK,296,2453300.5
MYRTLE CRE,201,2453205.5,2004,Lightning,6271,65.5662,-148.5858,AK,229,2453233.5
LK TODATON,202,2453206.5,2004,Lightning,12377,66.1314,-152.9496,AK,282,2453286.5
NORUTAKH 2,203,2453207.5,2004,Lightning,17397,66.6414,-154.5565,AK,282,2453286.5
HAT LIE LA,208,2453212.5,2004,Lightning,29680,66.3521,-145.3145,AK,275,2453279.5
WILLOW CR,221,2453225.5,2004,Lightning,6937,64.5079,-147.7374,AK,274,2453278.5
MUD FORK 2,222,2453226.5,2004,Lightning,6947,65.4698,-149.3161,AK,226,2453230.5
LSNOHOMISH,223,2453227.5,2004,Lightning,21719,63.7828,-152.5357,AK,296,2453300.5
HODZANA RV,225,2453229.5,2004,Lightning,163239,66.7329,-148.836,AK,293,2453297.5
MINTO 1,225,2453229.5,2004,Lightning,9951.8,65.0162,-149.2524,AK,290,2453294.5
TRACY AVE,119,2453489.5,2005,Powerline,5400,59.7167,-151.3333,AK,147,2453517.5
CHAPMAN CK,150,2453520.5,2005,Lightning,172320.8,67.1003,-150.2464,AK,273,2453643.5
BEAR CREEK,161,2453531.5,2005,Lightning,9357.5,65.8236,-147.6239,AK,265,2453635.5
BIG SITDOW,162,2453532.5,2005,Lightning,6969,65.7033,-141.265,AK,186,2453556.5
CHANGE,162,2453532.5,2005,Lightning,11641,65.6811,-141.1564,AK,186,2453556.5
KANDIK R,162,2453532.5,2005,Lightning,154431.6,65.8042,-141.2422,AK,269,2453639.5
CHARLEY C1,162,2453532.5,2005,Lightning,73345.9,65.5883,-141.5875,AK,269,2453639.5
LIT MUD 2,162,2453532.5,2005,Lightning,193399.8,64.7894,-153.5347,AK,273,2453643.5
SHEENJEK,163,2453533.5,2005,Lightning,114596.5,66.8342,-144.4403,AK,269,2453639.5
PREACHER,163,2453533.5,2005,Lightning,69506.2,65.7325,-145.4364,AK,258,2453628.5
BIG SITDO2,163,2453533.5,2005,Lightning,11881.9,65.6669,-141.0528,AK,269,2453639.5
HODZANA RI,163,2453533.5,2005,Lightning,26710.4,66.6667,-149.0833,AK,258,2453628.5
TROUT CR,164,2453534.5,2005,Lightning,5068.9,65.1183,-141.6844,AK,269,2453639.5
NELSON MT,164,2453534.5,2005,Lightning,244599.7,66.7333,-148.0833,AK,269,2453639.5
JIM R 3,164,2453534.5,2005,Lightning,17375,66.8561,-145.8394,AK,203,2453573.5
HIGH POWER,165,2453535.5,2005,Lightning,114443.5,63.4722,-152.6225,AK,273,2453643.5
STONE CK,166,2453536.5,2005,Lightning,18654.9,63.6844,-153.8042,AK,273,2453643.5
LONE MOUNT,166,2453536.5,2005,Lightning,30839,62.5333,-154.75,AK,243,2453613.5
SIX MILE,167,2453537.5,2005,Lightning,25918.6,66.2667,-155.4333,AK,254,2453624.5
BABANTALTL,167,2453537.5,2005,Lightning,18780.5,66.05,-155.4167,AK,256,2453626.5
BAKATIGIKN,167,2453537.5,2005,Lightning,11736.5,66.2833,-154.9167,AK,248,2453618.5
FISH CREEK,167,2453537.5,2005,Lightning,117747.7,65.7919,-148.8017,AK,269,2453639.5
N BONANZA,167,2453537.5,2005,Lightning,190942.3,66.7236,-150.5219,AK,245,2453615.5
FOSSIL CR,167,2453537.5,2005,Lightning,6382.3,65.4919,-147.6078,AK,269,2453639.5
BONEY CRK,167,2453537.5,2005,Lightning,62562.6,64.9925,-151.9331,AK,273,2453643.5
OLD DUMMY,167,2453537.5,2005,Lightning,231821.8,66.1642,-152.0142,AK,273,2453643.5
RAY RIVER,167,2453537.5,2005,Lightning,97306.9,65.9164,-150.5747,AK,273,2453643.5
HOLLY LAKE,167,2453537.5,2005,Lightning,9672.2,66.5333,-155.75,AK,234,2453604.5
COSNA RIVE,168,2453538.5,2005,Lightning,21194.3,64.63,-151.5353,AK,273,2453643.5
BEAVER CR,171,2453541.5,2005,Lightning,166438.6,65.7183,-147.4611,AK,269,2453639.5
BOX RIVER,176,2453546.5,2005,Lightning,5991.3,65.2334,-159.0832,AK,224,2453594.5
UPPER TATL,177,2453547.5,2005,Lightning,29229.5,62.2167,-155.1333,AK,243,2453613.5
KING COUNT,177,2453547.5,2005,Lightning,10131,60.4158,-150.5092,AK,194,2453564.5
SWIFT,178,2453548.5,2005,Lightning,18610,61.4833,-154.9667,AK,223,2453593.5
CAMP CREEK,179,2453549.5,2005,Lightning,13775,64.0625,-156.2675,AK,239,2453609.5
GISASA RIV,182,2453552.5,2005,Lightning,52606.4,64.85,-158.7833,AK,243,2453613.5
WASKY,184,2453554.5,2005,Lightning,73264.5,62.1833,-156.15,AK,243,2453613.5
ALATNA HIL,188,2453558.5,2005,Lightning,6232.5,67.0419,-152.7981,AK,239,2453609.5
BOUNDARY CREEK,193,2453563.5,2005,Lightning,116371,64.6564,-141.0222,AK,269,2453639.5
BEARPAW MT,197,2453567.5,2005,Lightning,6777.6,64.1486,-150.8044,AK,273,2453643.5
SALMON FK,200,2453570.5,2005,Lightning,236701.5,66.4833,-142.2,AK,269,2453639.5
BLACK WATE,201,2453571.5,2005,Lightning,22963.5,62.5833,-155.15,AK,248,2453618.5
MISSION CK,202,2453572.5,2005,Lightning,33655.2,64.7892,-141.5342,AK,269,2453639.5
BIG WALDRE,202,2453572.5,2005,Lightning,17123.1,62.4167,-156.6,AK,243,2453613.5
RABBIT MT,205,2453575.5,2005,Lightning,191444.4,67.5333,-141.9833,AK,269,2453639.5
COLEEN MT,205,2453575.5,2005,Lightning,131913.3,67.2225,-142.7331,AK,269,2453639.5
CHEKHECHUN,206,2453576.5,2005,Lightning,18554.4,67.4872,-146.9269,AK,269,2453639.5
HOLTNATKATNA CREEK,206,2453576.5,2005,Lightning,194015.2,64.9717,-156.2203,AK,235,2453605.5
J HERBERTS,206,2453576.5,2005,Lightning,17092.9,66.9853,-143.0417,AK,269,2453639.5
LITTLEMUD1,206,2453576.5,2005,Lightning,35577.2,63.9769,-157.8117,AK,272,2453642.5
SQUIRREL C,207,2453577.5,2005,Lightning,19344.6,66.3,-144.62,AK,269,2453639.5
PAPA WILLIE,207,2453577.5,2005,Lightning,117211,63.65,-159.1167,AK,273,2453643.5
MENOTL EAS,207,2453577.5,2005,Lightning,15814.3,63.6667,-158.9167,AK,218,2453588.5
L MUD 2,208,2453578.5,2005,Lightning,30170.7,64.0833,-157.4667,AK,273,2453643.5
TLATL HILL,208,2453578.5,2005,Lightning,6690,63.9253,-157.6456,AK,239,2453609.5
NULATO 3,208,2453578.5,2005,Lightning,14404.8,64.7886,-158.2614,AK,233,2453603.5
HUGHES CRE,209,2453579.5,2005,Lightning,22435.1,66.2875,-154.3564,AK,273,2453643.5
TOZITNA RIVER,210,2453580.5,2005,Lightning,57723.9,65.5319,-151.6128,AK,273,2453643.5
KALYUH HIL,210,2453580.5,2005,Lightning,8958.8,64.0856,-157.9356,AK,239,2453609.5
GRAYLING C,211,2453581.5,2005,Lightning,45930.4,62.75,-160.6375,AK,258,2453628.5
E FORK YU,211,2453581.5,2005,Lightning,32774.5,64.3,-156.1167,AK,273,2453643.5
GEORGE,212,2453582.5,2005,Lightning,60732.1,62.0167,-157.6,AK,248,2453618.5
CHICK MTN,213,2453583.5,2005,Lightning,97134.8,63.1,-157.75,AK,243,2453613.5
TALBIKSOK,214,2453584.5,2005,Lightning,82123.1,61.6667,-160.9,AK,244,2453614.5
YETNA,214,2453584.5,2005,Lightning,50079.1,62.7167,-158.55,AK,248,2453618.5
CHITANATAL,221,2453591.5,2005,Lightning,35649.6,64.5511,-152.3683,AK,273,2453643.5
TITNA RIVE,222,2453592.5,2005,Lightning,6578.6,64.3931,-152.8458,AK,273,2453643.5
STUYAHOK,224,2453594.5,2005,Lightning,5167.5,62.4833,-160.9333,AK,232,2453602.5
FANNY MT,227,2453597.5,2005,Lightning,25803.1,66.07,-142.2031,AK,269,2453639.5
GLACIER CR,227,2453597.5,2005,Lightning,33065,65.8761,-146.7436,AK,269,2453639.5
NAGEETHLUK RIVER,151,2453886.5,2006,Lightning,52540,62.2764,-161.7039,AK,159,2453894.5
KONESS RIVER,166,2453901.5,2006,Lightning,9725.4,67.8711,-144.2953,AK,209,2453944.5
COLEEN RIVER,166,2453901.5,2006,Lightning,15819,68.115,-141.9406,AK,209,2453944.5
GRASS RIVER,191,2453926.5,2006,Lightning,14879.7,66.4608,-144.0403,AK,272,2454007.5
SULUKNA RIVER,141,2454241.5,2007,Lightning,7919.4,63.822,-154.132,AK,209,2454309.5
HODZANA RIVER,142,2454242.5,2007,Lightning,18050,66.6625,-149.6264,AK,171,2454271.5
MOOSEHEART,143,2454243.5,2007,Lightning,21508.3,64.7833,-151.2667,AK,271,2454371.5
WEST CRAZY,154,2454254.5,2007,Lightning,6057.8,65.8014,-145.9644,AK,209,2454309.5
WOODCHOPPER 2,157,2454257.5,2007,Lightning,22011.1,65.3619,-143.4533,AK,257,2454357.5
HAMMER CREEK,161,2454261.5,2007,Lightning,5073,63.3753,-157.5239,AK,202,2454302.5
CARIBOU HILLS,170,2454270.5,2007,Missing/Undefined,56254,60,-151.28,AK,200,2454300.5
PALDO,171,2454271.5,2007,Lightning,5192,64.8036,-144.4353,AK,180,2454280.5
KONESS RIVER,179,2454279.5,2007,Lightning,6860.1,68.1022,-144.6008,AK,230,2454330.5
JORDAN CREEK,181,2454281.5,2007,Lightning,8404.4,65.2739,-151.1033,AK,248,2454348.5
COFFEE CAN LAKE,186,2454286.5,2007,Lightning,43705,65.3581,-156.9803,AK,245,2454345.5
GRAYLING CREEK,189,2454289.5,2007,Lightning,5419,67.3661,-143.1689,AK,229,2454329.5
LITTLE BIG CREEK,189,2454289.5,2007,Lightning,17717.4,66.2097,-143.8381,AK,283,2454383.5
RUNT CREEK,190,2454290.5,2007,Lightning,9807.2,66.2703,-141.0919,AK,228,2454328.5
COLEEN,190,2454290.5,2007,Lightning,20937.1,68.3008,-142.1908,AK,210,2454310.5
ANAKTUVUK RIVER,197,2454297.5,2007,Lightning,256734.1,69.0472,-150.8367,AK,282,2454382.5
SHEENJEK RIVER,181,2454646.5,2008,Lightning,8766.3,67.1822,-144.0097,AK,288,2454753.5
LITTLE CREEK,188,2454653.5,2008,Lightning,15804.3,67.2081,-144.0481,AK,288,2454753.5
PRF,189,2454654.5,2008,Lightning,5680,66.4281,-156.1867,AK,218,2454683.5
BLIND LUCK,189,2454654.5,2008,Lightning,14288.7,64.6194,-151.4172,AK,273,2454738.5
OKLAHOMA 2,121,2454952.5,2009,Arson,38398.3,63.9556,-146.3878,AK,144,2454975.5
TONCLONUKNA CREEK,143,2454974.5,2009,Lightning,164318,63.2,-153.27,AK,260,2455091.5
KANTISHNA RIVER,143,2454974.5,2009,Lightning,31338.4,64.3514,-150.5222,AK,268,2455099.5
KATLITNA,144,2454975.5,2009,Lightning,6570,62.65,-155.35,AK,260,2455091.5
NOWITNA,164,2454995.5,2009,Lightning,126581.6,64.2178,-153.8894,AK,266,2455097.5
NAGEETHLUK RIVER,164,2454995.5,2009,Lightning,5702,62.1233,-161.65,AK,186,2455017.5
ALLMAN LAKE,164,2454995.5,2009,Lightning,17904,62.2944,-161.828,AK,192,2455023.5
TOZITNA RIVER,164,2454995.5,2009,Lightning,5092.1,65.5936,-150.9333,AK,204,2455035.5
FORAKER POND,168,2454999.5,2009,Lightning,20276.7,63.6703,-152.2742,AK,268,2455099.5
ZITZIANA,168,2454999.5,2009,Lightning,141125.7,64.4803,-151.3194,AK,268,2455099.5
BEAR CREEK,168,2454999.5,2009,Lightning,50896.9,64.0294,-151.0214,AK,268,2455099.5
STEVENS CREEK 1,169,2455000.5,2009,Lightning,85908.9,65.2725,-150.8217,AK,266,2455097.5
TAGAGAWIK,169,2455000.5,2009,Lightning,9081,66.248283,-158.942356,AK,195,2455026.5
LITTLE BLACK ONE,171,2455002.5,2009,Lightning,349449.9,66.2236,-143.2572,AK,271,2455102.5
ROCK SLOUGH,181,2455012.5,2009,Lightning,62313.4,67.0114,-143.5972,AK,271,2455102.5
CHEENEETNUK,183,2455014.5,2009,Lightning,37527,61.9631,-155.4439,AK,229,2455060.5
SHEENJEK,183,2455014.5,2009,Lightning,62658.1,67.2394,-144.3164,AK,271,2455102.5
CHAKINA,183,2455014.5,2009,Lightning,56413,61.23,-143.1,AK,275,2455106.5
CRASH CREEK,185,2455016.5,2009,Lightning,29060.4,65.5969,-150.8767,AK,266,2455097.5
EAGLE CREEK 2,185,2455016.5,2009,Lightning,9735.9,66.9511,-150.5536,AK,266,2455097.5
SOUTH BONEY,187,2455018.5,2009,Lightning,7883.5,64.8214,-152.5594,AK,266,2455097.5
BERING CREEK 2,188,2455019.5,2009,Lightning,45446,64.9003,-153.6803,AK,266,2455097.5
LITTLE MUD,191,2455022.5,2009,Lightning,50718.9,64.6611,-153.6414,AK,266,2455097.5
TITNA RIVER,192,2455023.5,2009,Lightning,164541.9,64.3689,-152.6886,AK,268,2455099.5
BEAR PAW,193,2455024.5,2009,Lightning,16585.6,64.0944,-150.67,AK,268,2455099.5
WOOD RIVER 1,193,2455024.5,2009,Lightning,125381.6,64.3481,-147.9608,AK,280,2455111.5
BIG CREEK,199,2455030.5,2009,Lightning,169638.7,65.9464,-146.8197,AK,271,2455102.5
MARDOW CREEK,199,2455030.5,2009,Lightning,8753.8,65.5667,-142.6667,AK,246,2455077.5
BULL CREEK,206,2455037.5,2009,Lightning,17224.9,65.8792,-147.3475,AK,258,2455089.5
BLUFF CREEK,207,2455038.5,2009,Lightning,41755.8,65.7872,-144.4997,AK,271,2455102.5
JAGGED RIDGE,207,2455038.5,2009,Lightning,53889.4,65.5481,-144.1172,AK,271,2455102.5
REX CREEK,214,2455045.5,2009,Lightning,101150,64.12,-148.75,AK,232,2455063.5
LAST CHANC,174,2453544.5,2005,Lightning,5675,36.4925,-113.7083,AZ,208,2453578.5
MTBANGSCOM,175,2453545.5,2005,Lightning,28177.2,36.6794,-114.0178,AZ,213,2453583.5
TWEEDY PT,179,2453549.5,2005,Lightning,35639,36.5681,-113.7406,AZ,208,2453578.5
TANK,200,2453570.5,2005,Equipment Use,20551,36.3603,-113.7808,AZ,208,2453578.5
COW,202,2453572.5,2005,Lightning,44707,36.5642,-113.9308,AZ,208,2453578.5
COTTONWOOD 3,206,2453941.5,2006,Lightning,5923,36.5511,-113.94,AZ,216,2453951.5
BLACKROCK GULCH,186,2454286.5,2007,Lightning,21105,36.7992,-113.6997,AZ,213,2454313.5
RADIO,199,2454299.5,2007,Lightning,9076,36.96,-113.7717,AZ,206,2454306.5
VEKOL,146,2453516.5,2005,Campfire,6229,32.8806,-112.2451,AZ,153,2453523.5
GOLDWATER,167,2453537.5,2005,Campfire,58536,32.6131,-112.8657,AZ,176,2453546.5
SUNSET PT,171,2453541.5,2005,Equipment Use,6800,34.107,-112.0421,AZ,174,2453544.5
PERKINS,173,2453543.5,2005,Lightning,22477,35.583,-114.5058,AZ,211,2453581.5
BIGHORN,174,2453544.5,2005,Lightning,5300,33.6639,-113.298,AZ,179,2453549.5
SAND TANK,180,2453550.5,2005,Campfire,17131,32.6153,-112.1093,AZ,186,2453556.5
TRACKS,184,2453554.5,2005,Railroad,5000,33,-112.2901,AZ,186,2453556.5
J CANYON,198,2453568.5,2005,Lightning,10482,34.1573,-112.593,AZ,204,2453574.5
TWIN MILLS,203,2453573.5,2005,Lightning,11927,35.3494,-114.343,AZ,208,2453578.5
ALAMBRE,188,2454288.5,2007,Lightning,5900,31.9164,-111.5911,AZ,205,2454305.5
ELK HORN,162,2454993.5,2009,Missing/Undefined,23668,31.8517,-111.5583,AZ,172,2455003.5
SHELL,204,2451747.5,2000,Equipment Use,6762,35.15,-119.601,CA,205,2451748.5
HUNTER,240,2451783.5,2000,Miscellaneous,8600,37.6166,-120.2177,CA,243,2451786.5
LEONARD,230,2452139.5,2001,Equipment Use,6800,38.2252,-120.6805,CA,244,2452153.5
CREEK,230,2452139.5,2001,Arson,11185,37.7463,-120.2513,CA,247,2452156.5
SLINKARD,194,2452468.5,2002,Lightning,8600,38.6471,-119.5982,CA,199,2452473.5
DELPUERTO,201,2452840.5,2003,Lightning,5018,37.4497,-121.4174,CA,205,2452844.5
MINERAL,219,2453223.5,2004,Arson,5000,39.0488,-120.4002,CA,233,2453237.5
